"Account Id","Account Owner","Account Owner Id","Account Name",Phone,Fax,Website,"Account Type",Employees,"Annual Revenue","Created By","Created By Id","Modified By","Modified By Id","Created Time","Modified Time","Billing Street","Shipping Street","Billing City","Shipping City","Billing State","Shipping State","Billing Code","Shipping Code","Billing Country","Shipping Country",Description,"Last Activity Time","Membership Expiration Date","Membership Level","Business Categories","Account Status","Membership Number","Political Action Committee",Weblink,"Member Since","Referred By"
zcrm_1624029000000101669,"Liz Debarros",zcrm_1624029000000085003,"James G. Davis Construction Corp.","(301) 881-2990",,www.daviscontruction.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","12530 Parklawn Drive","12530 Parklawn Drive",Rockville,Rockville,MD,MD,20852,20852,,,"GC delivering award winning construction since 1966. We don’t just build building-we build partnership. That's what we call the DAVIS 360.","2015-11-18 11:39:00",2015-09-30,"Non-Profit/Small Business/Government","General Contractors",Inactive,DCBIA-10261,false,false,,
zcrm_1624029000000101670,"Liz Debarros",zcrm_1624029000000085003,"Jarvis Company, LLC, The","(202) 204-8700",,www.thejarviscompany.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2600 Virginia Avenue. NW, Suite 202","2600 Virginia Avenue. NW, Suite 202",Washington,Washington,DC,DC,20037,20037,,,,"2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government","Builders / Developers",Active,DCBIA-10262,false,false,,
zcrm_1624029000000101671,"Liz Debarros",zcrm_1624029000000085003,"JBG Companies, The","(240) 333-3600",,www.jbg.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4445 Willard Avenue, Suite 400","4445 Willard Avenue, Suite 400","Chevy Chase","Chevy Chase",MD,MD,20815,20815,,,"Creating and Preserving Investor Value for More Than 50 Years","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10263,false,false,,
zcrm_1624029000000101672,"Liz Debarros",zcrm_1624029000000085003,"JCR Companies","(202) 758-3571",,www.jcrcompanies.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1501 11th Street, NW","1501 11th Street, NW",Washington,Washington,DC,DC,20001,20001,,,"The JCR Companies’ focus is to produce above-average returns for their investors through the strategic acquisition and management of irreplaceable real estate assets in the Washington D.C. market.","2015-11-18 11:39:00",2015-06-30,"Non-Profit/Small Business/Government","Builders / Developers;Commercial Brokers;Financial",Inactive,DCBIA-10264,false,false,,
zcrm_1624029000000101673,"Liz Debarros",zcrm_1624029000000085003,"JDos Internationalé, Inc. (JDos)",(202)726-8650,,www.jdosinternational.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4506 14th Street, NW","4506 14th Street, NW",Washington,Washington,DC,DC,20011,20011,,,"A civil engineering and infrastructure management consulting firm.","2015-11-18 11:39:00",2015-09-30,"Non-Profit/Small Business/Government",Engineers,Inactive,DCBIA-10265,false,false,,
zcrm_1624029000000101674,"Liz Debarros",zcrm_1624029000000085003,"Jefferson Apartment Group","(703) 563-5200",,www.jagllc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1420 Spring Hill Road, Suite 420","1420 Spring Hill Road, Suite 420",McLean,McLean,VA,VA,22102,22102,,,"Multifamily Acquisitions, Development and Property Management","2015-11-18 11:39:00",2016-07-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10266,false,false,,
zcrm_1624029000000101675,"Liz Debarros",zcrm_1624029000000085003,"Jefferson Millwork & Design, Inc.","(703) 260-3370",,www.jeffersonmillwork.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","44098 Mercure Circle, Suite 115","44098 Mercure Circle, Suite 115",Sterling,Sterling,VA,VA,20166-2018,20166-2018,,,"Architectural Woodworking","2015-11-18 11:39:00",2016-03-31,Associate/Builder,"Architects / Interior Designers",Active,DCBIA-10267,false,false,,
zcrm_1624029000000101676,"Liz Debarros",zcrm_1624029000000085003,"JFW Consulting, LLC","(703) 581-4588",,www.jfwconsulting.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1514 Snughill Ct.","1514 Snughill Ct.",Vienna,Vienna,VA,VA,22182,22182,,,"Provides Real Estate Consulting/Project Management services helping non-profits and others leverage their real estate assets","2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government",Consultants,Active,DCBIA-10268,false,false,,
zcrm_1624029000000101677,"Liz Debarros",zcrm_1624029000000085003,"JM Zell Partners, LTD","(202) 682-8722",,www.jmzell.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2900 K St., NW, Suite 525","2900 K St., NW, Suite 525",Washington,Washington,DC,DC,20007,20007,,,"Real Estate Consultants","2015-11-18 11:39:00",2015-10-31,Associate/Builder,Consultants,Inactive,DCBIA-10269,false,false,,
zcrm_1624029000000101678,"Liz Debarros",zcrm_1624029000000085003,"John Hancock Real Estate","(202) 628-5599",,www.manulife.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1101 17th Street, NW, Suite 202","1101 17th Street, NW, Suite 202",Washington,Washington,DC,DC,20036,20036,,,"Developer & Manager","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers;Financial",Active,DCBIA-10270,false,false,,
zcrm_1624029000000101679,"Liz Debarros",zcrm_1624029000000085003,"Johnson, Mirmiran and Thompson, Inc.","(202) 289-8491",,www.jmt.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","One Massachusetts Ave., NW, Suite 840","One Massachusetts Ave., NW, Suite 840",Washington,Washington,DC,DC,20001,20001,,,"Offering 40 years of experience in A/E Planning, Design, CM/CI, & Technology services for infrastructure projects throughout the US","2015-11-18 11:39:00",2016-07-31,Associate/Builder,"Architects / Interior Designers",Active,DCBIA-10271,false,false,,
zcrm_1624029000000101680,"Liz Debarros",zcrm_1624029000000085003,"Jones Lang LaSalle","(202) 719-5000",,www.joneslanglasalle.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1801 K Street, NW, Suite 1000","1801 K Street, NW, Suite 1000",Washington,Washington,DC,DC,20006,20006,,,"Real estate firm offering integrated services delivered by expert teams to clients seeking increased value by owning, occupying or investing in real estate","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers;Commercial Brokers",Active,DCBIA-10272,false,false,,
zcrm_1624029000000101681,"Liz Debarros",zcrm_1624029000000085003,"JR KASMAN, PLLC","(202) 507-5620",,www.jrkasman.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2200 Pennsylvania Avenue, NW, Fourth Floor East","2200 Pennsylvania Avenue, NW, Fourth Floor East",Washington,Washington,DC,DC,20037,20037,,,"Commercial Real Estate and Business Law Firm","2015-11-18 11:39:00",2016-07-31,"Sole Proprieter/ Start-up",Attorneys,Active,DCBIA-10273,false,false,,
zcrm_1624029000000101682,"Liz Debarros",zcrm_1624029000000085003,"Kadcon Corp","(202) 944-9400",,kadcon.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1053 31st Street, NW","1053 31st Street, NW",Washington,Washington,DC,DC,20007,20007,,,"Offers wide range of services from project inception through project development and completion.","2015-11-18 11:39:00",2016-08-31,Associate/Builder,"Builders / Developers;General Contractors",Active,DCBIA-10274,false,false,,
zcrm_1624029000000101683,"Liz Debarros",zcrm_1624029000000085003,"Kalmia Construction Company","(301) 937-8566",,www.kalmiaconstruction.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","10230 Southard Drive","10230 Southard Drive",Beltsville,Beltsville,MD,MD,20705,20705,,,"General Contractor-Commercial Construction","2015-11-18 11:39:00",2016-05-31,Associate/Builder,"General Contractors",Active,DCBIA-10275,false,false,,
zcrm_1624029000000101684,"Liz Debarros",zcrm_1624029000000085003,"KCCI Commercial Real Estate Services","(301) 986-8004",,www.kccicommercial.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","9447 Sunnyfield Ct.","9447 Sunnyfield Ct.",Potomac,Potomac,MD,MD,20854,20854,,,"A capital-markets-oriented consultancy that has advised on $32 billion of CRE acquisitions since its founding in 1992","2015-11-18 11:39:00",2015-01-31,"Non-Profit/Small Business/Government",Consultants,Inactive,DCBIA-10276,false,false,,
zcrm_1624029000000101685,"Liz Debarros",zcrm_1624029000000085003,"KCCT Architects","(202) 659-5600",,www.kcct.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-12-31 09:03:09","1120 Connecticut Ave., NW, Suite 1250","1120 Connecticut Ave., NW, Suite 1250",Washington,Washington,DC,DC,20036,20036,,,"Specialists in architectural and interior design, planning, preservation and security for the public and private sector worldwide.","2015-12-31 09:03:09",2015-12-31,Associate/Builder,"Architects / Interior Designers",Inactive,DCBIA-10277,false,false,,
zcrm_1624029000000101686,"Liz Debarros",zcrm_1624029000000085003,"Keener - Squire Properties","(202) 833-3050",,www.keenermanagement.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1746 N Street, NW","1746 N Street, NW",Washington,Washington,DC,DC,20036,20036,,,"Specialist in architectural and interior design , planning , preservation and security for the public and private sector worldwide","2015-11-18 11:39:00",2016-01-30,Associate/Builder,"Architects / Interior Designers",Active,DCBIA-10278,false,false,,
zcrm_1624029000000101687,"Liz Debarros",zcrm_1624029000000085003,"Kettler, Inc.","(703) 641-9000",,www.kettler.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1751 Pinnacle Drive, Suite 700","1751 Pinnacle Drive, Suite 700",McLean,McLean,VA,VA,22102,22102,,,Developer,"2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10279,false,false,,
zcrm_1624029000000101688,"Liz Debarros",zcrm_1624029000000085003,KeyBank,"(202) 452-4907",,www.keybank.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1140 19th Street NW, Suite 600","1140 19th Street NW, Suite 600",Washington,Washington,DC,DC,20036,20036,,,"Real Estate Capital Provider","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Financial,Active,DCBIA-10280,false,false,,
zcrm_1624029000000101689,"Liz Debarros",zcrm_1624029000000085003,Kimball,"(703) 608-6291",,www.kimballoffice.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1130 Connecticut Ave, NW, Suite 1150","1130 Connecticut Ave, NW, Suite 1150",Washington,Washington,DC,DC,20036,20036,,,"Premier commercial furniture manufacturer that is made in the USA and offers intelligent, quality, furniture solutions","2015-11-18 11:39:00",2015-09-30,Associate/Builder,"Suppliers & Misc. Services",Inactive,DCBIA-10281,false,false,,
zcrm_1624029000000101690,"Liz Debarros",zcrm_1624029000000085003,Kimley-Horn,"(703) 870-3591",,"www.kimley-horn.co,",Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","11400 Commerce Park Drive","11400 Commerce Park Drive",Reston,Reston,VA,VA,20491,20491,,,"Consulting firm that provides services in Site Civil Design, Traffic Engineering, and Landscape Architecture/Planning","2015-11-18 11:39:00",2015-10-31,Associate/Builder,Engineers;Consulting,Inactive,DCBIA-10282,false,false,,
zcrm_1624029000000101691,"Liz Debarros",zcrm_1624029000000085003,"KIPP DC","(202) 23445005",,www.kippdc.org,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 12:20:53","1003 K Street NW, Suite 700","1003 K Street NW, Suite 700",Washington,Washington,DC,DC,20001,20001,,,"Public Charter School Network","2015-11-18 12:20:53",2016-01-31,"Non-Profit/Small Business/Government","Business Improvement Districts / Community Associations / Government Agencies & Education Institutions",Active,DCBIA-10283,false,false,,
zcrm_1624029000000101692,"Liz Debarros",zcrm_1624029000000085003,"Kramer Consulting Services PC","(202) 339-9000",,www.kramerdc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2000 M Street, NW, Suite 850","2000 M Street, NW, Suite 850",Washington,Washington,DC,DC,20036,20036,,,"Program Management/Construction Management Firm","2015-11-18 11:39:00",2016-01-31,"Non-Profit/Small Business/Government",Consultants,Active,DCBIA-10284,false,false,,
zcrm_1624029000000101693,"Liz Debarros",zcrm_1624029000000085003,"KTGY Group, Inc.","(703) 992-6116",,www.ktgy.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-30 09:06:03","8605 Westwood Center Drive","8605 Westwood Center Drive",Vienna,Vienna,VA,VA,22182,22182,,,"Planning and Architectural Firm","2015-11-30 09:06:03",2015-11-30,Associate/Builder,"Architects / Interior Designers",Inactive,DCBIA-10285,false,false,,
zcrm_1624029000000101694,"Liz Debarros",zcrm_1624029000000085003,"L.F. Jennings","(703) 241-1200",,www.lfjennings.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-30 09:06:03","407 N. Washington Street, Suite 200","407 N. Washington Street, Suite 200","Falls Church","Falls Church",VA,VA,22042,22042,,,"General Contracting","2015-11-30 09:06:03",2015-11-30,Associate/Builder,"General Contractors",Inactive,DCBIA-10286,false,false,,
zcrm_1624029000000101695,"Liz Debarros",zcrm_1624029000000085003,"L'arte della Cucina, LLC","(305) 513-0066",,www.lartedc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","6100 Blue Lagoon Drive, Suite 440","6100 Blue Lagoon Drive, Suite 440",Miami,Miami,FL,FL,33126,33126,,,"Kitchen and Bathroom Cabinetry","2015-11-18 11:39:00",2015-08-31,Associate/Builder,,Inactive,DCBIA-10287,false,false,,
zcrm_1624029000000101696,"Liz Debarros",zcrm_1624029000000085003,"Lacy, Ltd.","(202) 822-9200",,www.lacyltd.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1620 Eye Street NW, Suite 202","1620 Eye Street NW, Suite 202",Washington,Washington,DC,DC,20006,20006,,,"Commercial Real Estate Advisors","2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government","Commercial Brokers;Consultants;Financial",Active,DCBIA-10288,false,false,,
zcrm_1624029000000101697,"Liz Debarros",zcrm_1624029000000085003,"Landow & Company","(301) 657-4600",,www.landowco.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4710 Bethesda Ave., Suite 200","4710 Bethesda Ave., Suite 200",Bethesda,Bethesda,MD,MD,20814,20814,,,Developer/Builder/Management,"2015-11-18 11:39:00",2015-07-31,Associate/Builder,"Builders / Developers",Inactive,DCBIA-10289,false,false,,
zcrm_1624029000000101698,"Liz Debarros",zcrm_1624029000000085003,"Lang Strategies LLC","(202) 223-2739",,www.langstrategies.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","5300 Macarthur Blvd, NW","5300 Macarthur Blvd, NW",Washington,Washington,DC,DC,20016,20016,,,,"2015-11-18 11:39:00",2016-12-31,"Non-Profit/Small Business/Government",Consultants,Active,DCBIA-10290,false,false,,
zcrm_1624029000000101699,"Liz Debarros",zcrm_1624029000000085003,"Langan Engineering & Environmental Services","(571) 366-6800",,www.langan.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2300 Clarendon Blvd., Suite 711","2300 Clarendon Blvd., Suite 711",Arlington,Arlington,VA,VA,22201,22201,,,"Offering Site/Civil, Geotechnical, Environmental, Survey, Traffic, and Land Services.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Engineers,Active,DCBIA-10291,false,false,,
zcrm_1624029000000101700,"Liz Debarros",zcrm_1624029000000085003,"Laurenburg Group","(202) 688-9700",,,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","4832 7th Street NW","4832 7th Street NW",Washington,Washington,DC,DC,20011,20011,,,"Construction Management Consulting Firm","2015-11-18 11:39:00",2016-08-31,"Sole Proprieter/ Start-up",Consultants,Active,DCBIA-10292,false,false,,
zcrm_1624029000000101701,"Liz Debarros",zcrm_1624029000000085003,"LCOR Inc.","(301) 897-0002",,www.lcor.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","2 Bethesda Metro Center, Suite 800","2 Bethesda Metro Center, Suite 800",Bethesda,Bethesda,MD,MD,20814,20814,,,"Real Estate Development/Property and Asset Management","2015-11-18 11:39:00",2016-07-31,Associate/Builder,"Property / Asset Management",Active,DCBIA-10293,false,false,,
zcrm_1624029000000101702,"Liz Debarros",zcrm_1624029000000085003,"Lee and Associates","(202) 466-6666",,www.leeandassociatesinc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","638 Eye Street, NW","638 Eye Street, NW",Washington,Washington,DC,DC,20001,20001,,,"Landscape Architecture; Planning: Urban Design, Green Infrastructure; Sustainable Cities","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"Architects / Interior Designers",Active,DCBIA-10294,false,false,,
zcrm_1624029000000101703,"Liz Debarros",zcrm_1624029000000085003,"Lend Lease (US) Construction, Inc.","(301) 354-3100",,www.lendlease.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","One Preservation Parkway, Suite 700","One Preservation Parkway, Suite 700",Rockville,Rockville,MD,MD,20852,20852,,,"Project Management & Construction Services Firm Specializing in Commercial Office, Mixed-Use, Multi-Family, Hospitality, and Government facilities.","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"General Contractors",Active,DCBIA-10295,false,false,,
zcrm_1624029000000101704,"Liz Debarros",zcrm_1624029000000085003,"Leo A. Daly","(202) 861-4600",,www.leoadaly.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1201 Connecticut Ave, NW","1201 Connecticut Ave, NW",Washington,Washington,DC,DC,20036,20036,,,"Planning, Architecture, Engineering, Interiors","2015-11-18 11:39:00",2015-10-31,Associate/Builder,"Architects / Interior Designers",Inactive,DCBIA-10296,false,false,,
zcrm_1624029000000101705,"Liz Debarros",zcrm_1624029000000085003,"Lessard Design, Inc.","(571) 830-1800",,www.lessarddesign.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-30 09:06:03","8521 Leesburg Pike, Suite 700","8521 Leesburg Pike, Suite 700",Vienna,Vienna,VA,VA,22182,22182,,,"Architecture & Planning","2015-11-30 09:06:03",2015-11-30,Associate/Builder,"Architects / Interior Designers",Inactive,DCBIA-10297,false,false,,
zcrm_1624029000000101706,"Liz Debarros",zcrm_1624029000000085003,"Lewis Real Estate Services","(202) 585-1143",,,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","529 14th Street, NW, Suite 943","529 14th Street, NW, Suite 943",Washington,Washington,DC,DC,20045,20045,,,"Commercial Real Estate Sales/Leasing/Consultant/Management","2015-11-18 11:39:00",2016-09-30,"Sole Proprieter/ Start-up","Commercial Brokers;Consultants",Active,DCBIA-10298,false,false,,
zcrm_1624029000000101707,"Liz Debarros",zcrm_1624029000000085003,"LHB Communications, Inc.","(202) 656-0542",,leslie@lhbcommunications.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","8513 Halston Way","8513 Halston Way",Bethesda,Bethesda,MD,MD,20814,20814,,,"LHB Communications, Inc is a boutique public relations firm specializing in commercial and residential real estate.","2015-11-18 11:39:00",2016-08-31,"Sole Proprieter/ Start-up",,Active,DCBIA-10299,false,false,,
zcrm_1624029000000101708,"Liz Debarros",zcrm_1624029000000085003,"Lincoln Property Company","(202) 513-6700",,www.lpcwashingtondc.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","101 Constitution Avenue, NW","101 Constitution Avenue, NW",Washington,Washington,DC,DC,20001,20001,,,"Real Esate, Property & Construction Management, Leasing, Asset Management, Development and Market Research.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Commercial Brokers",Active,DCBIA-10300,false,false,,
zcrm_1624029000000101709,"Liz Debarros",zcrm_1624029000000085003,"Linowes & Blocher LLP","(301) 654-0504",,www.linowes-law.con,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","7200 Wisconsin Ave. Ste 800","7200 Wisconsin Ave. Ste 800",Bethesda,Bethesda,MD,MD,20814,20814,,,,"2015-11-18 11:39:00",2016-01-31,Associate/Builder,Attorneys,Active,DCBIA-10301,false,false,,
zcrm_1624029000000101710,"Liz Debarros",zcrm_1624029000000085003,"Local Initiatives Support Corp.-DC","(202) 785-2908",,www.lisc.org/Washington,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-30 09:06:03","1825 K Street, NW, Suite 1100","1825 K Street, NW, Suite 1100",Washington,Washington,DC,DC,20006,20006,,,"Nonprofit Community Development Investor","2015-11-30 09:06:03",2015-11-30,"Non-Profit/Small Business/Government",Consultants,Inactive,DCBIA-10302,false,false,,
zcrm_1624029000000101711,"Liz Debarros",zcrm_1624029000000085003,"Lowe Enterprises Mid-Atlantic, Inc.","(202) 498-2900",,www.loweenterprises.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1101 Connecticut Ave., NW, Suite 250","1101 Connecticut Ave., NW, Suite 250",Washington,Washington,DC,DC,20036,20036,,,"Builder Developer: Commercial & Residential","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"Builders / Developers",Active,DCBIA-10303,false,false,,
zcrm_1624029000000101712,"Liz Debarros",zcrm_1624029000000085003,LSM,"(202) 295-4800",,www.lsm.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1212 Banks Street, NW","1212 Banks Street, NW",Washington,Washington,DC,DC,20007,20007,,,"Architecture, Interior Architecture, and Strategy","2015-11-18 11:39:00",2016-12-31,Associate/Builder,"Architects / Interior Designers",Active,DCBIA-10304,false,false,,
zcrm_1624029000000101713,"Liz Debarros",zcrm_1624029000000085003,"M.C. Dean, Inc.","(703) 802-6231",,www.mcdean.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","22980 Indian Creek Drive","22980 Indian Creek Drive",Dulles,Dulles,VA,VA,20166,20166,,,"Nation's premier electrical design-build and systems integration firm for complex, mission-critical organizations.","2015-11-18 11:39:00",2016-01-31,Associate/Builder,"General Contractors",Active,DCBIA-10305,false,false,,
zcrm_1624029000000101714,"Liz Debarros",zcrm_1624029000000085003,"M&T Bank","(202) 661-7234",,www.mtb.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","1350 I Street, NW, Suite 200","1350 I Street, NW, Suite 200",Washington,Washington,DC,DC,20005,20005,,,"Commercial Bank","2015-11-18 11:39:00",2015-01-30,Associate/Builder,Financial,Inactive,DCBIA-10306,false,false,,
zcrm_1624029000000101715,"Liz Debarros",zcrm_1624029000000085003,"MAC Realty Advisors","(202) 296-0007",,www.macrealtyadvisors.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","7315 Wisconsin Avenue, Suite 560 West","7315 Wisconsin Avenue, Suite 560 West",Bethesda,Bethesda,MD,MD,20814,20814,,,"Advisory firm focused on the needs of residential and retail/mixed- use development and apartment owner community","2015-11-18 11:39:00",2016-01-31,Associate/Builder,Consultants,Active,DCBIA-10307,false,false,,
zcrm_1624029000000101716,"Liz Debarros",zcrm_1624029000000085003,"Macris, Hendricks & Glascock, PA","(202) 670-0840",,www.mhgpa.com,Member,0,0,"Liz Debarros",zcrm_1624029000000085003,"Liz Debarros",zcrm_1624029000000085003,"2015-09-03 13:47:49","2015-11-18 11:39:00","9220 Wightman Road, Suite 120","9220 Wightman Road, Suite 120","Montgomery Village","Montgomery Village",MD,MD,20886,20886,,,"Civil Engineers, Surveyors, Landscape Architects, Planners","2015-11-18 11:39:00",2015-08-31,Associate/Builder,Engineers,Inactive,DCBIA-10308,false,false,,
